FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;BldDen100;BldDen500;BldDen1000;NDVI;trafBuf25;trafBuf50;trafBuf100;trafBuf400;trafBuf800
224;4.832064;52.420219;31.82875872;23.28493724;31.61133268;28.88833536;29.86955573;2.87886;25.776829;24.147181;26.574331;26.516996;1.910024;1665625;0;0;13172500;0;23390000;109375;0;8318.298828;82542.53125;212254.3438;0;0;0;32485.11914;0;88320.21094;0;0;3021.665039;0;0;23494.00781;0;63259.94531;0;0;4715.407227;87.456688;40.151672;90942.8125;87.456688;271054.7813;829.979126;49.324821;13.858704;8.25169;5.385518;2.195689;4.877803;8.058146;8.596453;14.223865;17.555115;17.858847;17.625746;14.46643;601.505676;6.111248;4.826078;5.546626;4.240912;5.381829;4.680346;4.290725;3.910001;4.584218;3.963212;3.737792;4.144516;9.64E-05;60.6701355;80.31208038;52.63059998;29.0030117;32.74002457;66.66792297;121.666626;92.92700958;185.0376587;80.51761627;113.0793533;133.0216217;0;0.008997063;0.156020535;961;0;0;0;1559.5;1559.5
225;4.838336;52.138889;16.62744419;12.3804298;16.93057798;15.50329545;15.78360199;2.898004;0;1.403612;0.884753;0.022303;-2.047396;0;0;0;81250;0;450625;0;0;87.536758;2515.588867;11911.94531;0;0;0;0;0;0;0;0;0;0;0;0;0;3087.516113;0;0;0;0;0;17556.16016;0;62177.08203;0;0;13.68299;7.611044;4.891322;1.601788;5.02109;8.219003;8.539987;14.610992;18.055897;18.069321;17.702633;14.205651;537.817993;4.923184;3.772049;4.579113;3.491279;4.53307;4.141333;3.582647;3.411732;3.955532;3.376914;3.133801;3.496885;7.50E-05;69.57421112;82.17529297;56.07372665;33.61897278;35.21387863;62.0006218;136.870636;76.3910141;145.6238861;81.31109619;88.86410522;152.395401;0.139645083;0.033466574;0.018985193;5326;0;0;0;0;0
226;4.84501123;52.38111115;50.11016329;37.26633452;38.72749631;34.72518703;43.48832508;2.860732;42.351948;33.853569;33.797169;41.327026;5.374452;29375;0;0;5360625;16875;17018750;16875;0;15107.95801;120971.4375;319472.2813;9033.960938;982.912109;154.998383;38823.80078;2768.459473;83762.92188;4362.523438;380.213654;740.593323;0;0;22488.5918;0;53268.91406;666.247681;0;35080.03906;429.520172;25.016216;196461.8125;2638.67041;492837.5;10725.37207;92.76561;13.828976;8.150702;5.300074;2.091267;4.888679;8.08514;8.5965;14.300584;17.643272;17.892126;17.633919;14.418422;612.519409;5.880095;4.613137;5.344384;4.082163;5.200996;4.559873;4.146157;3.79634;4.453188;3.840277;3.611495;4.008736;9.72E-05;61.00154114;80.52218628;53.41120529;30.47121429;33.84660721;68.42324829;127.0010147;91.31216431;178.9238434;81.06783295;106.7525406;134.1219025;0.993007699;0.880833366;0.806314734;1769;1749.166667;1749.166667;1728.603129;1698.866673;1427.748164
227;4.86084175;52.3758316;48.76465662;38.27610619;38.52965484;37.56928571;43.2637065;2.85555;34.806812;36.066463;42.237385;35.536297;4.234755;281250;0;0;2538750;10000;12746875;0;0;15712.50098;128084.5938;334651.8125;0;0;0;28830.3457;0;83560.32031;0;0;353.41394;0;0;22154.875;0;68329.14844;0;0;37086.28906;406.031158;50.854065;243473.1719;3663.452637;556685.6875;6624.317871;153.324371;13.807989;8.10005;5.258166;2.041728;4.883804;8.08641;8.589567;14.327422;17.670973;17.899839;17.629066;14.392398;605.882202;5.784726;4.525583;5.257642;4.014995;5.129662;4.505684;4.090354;3.753346;4.398432;3.78811;3.558079;3.948618;9.40E-05;60.7947464;80.60701752;53.61592865;30.51763916;34.10073471;69.40650177;128.4677734;90.66849518;176.7866211;81.07475281;106.859436;134.4215698;0.997552078;0.92444505;0.919522452;960;0;0;0;0;0
228;4.866208;52.359714;27.57393617;20.81548431;23.41799902;22.46925837;24.81094337;2.851823;31.097437;33.529537;41.855293;34.591354;4.865103;1250;0;0;592500;1250;5465625;1250;0;15239.64356;136898.9688;322182.375;0;0;0;29504.98047;0;82879.82031;0;0;388.397766;0;0;19535.57031;0;66193.17188;0;0;37094.53125;245.31543;0;287593.6563;1493.035034;585427.25;3672.111328;0;13.792887;8.05272;5.220032;1.998864;4.890135;8.096326;8.584165;14.353411;17.703678;17.911245;17.631737;14.370377;609.867188;5.696136;4.444685;5.181357;3.956952;5.066568;4.463174;4.037385;3.714436;4.34848;3.741668;3.510527;3.897841;9.03E-05;61.05535889;80.74988556;53.94379807;31.46872139;34.44156265;69.30536652;130.6724854;90.13397217;174.8137207;81.18243408;104.0094757;134.8561401;0.799834974;0.651980891;0.844262171;3361;0;0;0;0;0
229;4.87611961;52.38500214;53.83641907;45.50061224;39.71854722;46.26064593;48.16574608;2.855542;37.854424;33.445461;41.103588;36.389381;4.996673;203750;0;0;5213750;0;13403125;0;0;15231.88574;122731.4766;323269.8438;0;0;0;33509.30469;0;88228.53125;0;0;5247.404297;0;0;28825.5293;0;63426.03906;1124.298096;0;27938.25781;610.351807;0.699683;190509.7969;4235.517578;548912.875;9539.802734;115.572281;13.795665;8.081023;5.241444;2.019865;4.871246;8.078251;8.585847;14.336399;17.674414;17.89852;17.620136;14.380422;593.307373;5.748888;4.492325;5.22088;3.98552;5.099763;4.477636;4.070484;3.736183;4.376945;3.766525;3.535998;3.921093;9.40E-05;60.4767952;80.59426117;53.60258484;29.62400246;34.17639923;70.31412506;127.614357;90.31554413;176.7784729;80.91449738;108.3077545;134.5297699;0.790146023;0.822938823;0.831220884;3805;0;0;0;580.75;580.75
230;4.88805819;52.3900032;39.78323619;29.85550206;31.11890838;31.75418182;35.06463218;2.855751;25.239384;31.115425;36.977203;28.853329;7.202712;286875;0;0;5270000;0;12288125;0;0;10591.0293;116109.9688;300547.3125;0;0;0;23702.50391;0;90817.58594;0;0;4648.542969;200.340546;51.472958;27428.55664;1148.446167;62090.13672;2060.75;102.08577;14782.77148;0;0;185408.9688;709.329468;521946.1875;2200.529541;0;13.784309;8.060325;5.223623;1.997249;4.862546;8.073467;8.582469;14.347259;17.682056;17.899263;17.613729;14.368241;584.416626;5.708499;4.454825;5.181368;3.954279;5.067533;4.449807;4.047585;3.717328;4.353219;3.743175;3.512034;3.89238;9.37E-05;60.30393219;80.58815765;53.67991257;29.19806099;34.41138077;71.23529053;127.9266739;89.69261932;175.6848602;80.81193542;108.3944702;134.8161926;0.03180873;0.344875213;0.376887123;990;580.75;580.75;580.75;862.7313268;718.9274664
231;4.9000001;52.35805511;38.6723973;31.79510985;30.03059113;33.96460396;34.85650362;2.847658;44.55225;33.565823;43.72126;46.763229;7.372789;0;0;0;365625;0;5187500;0;0;15662.05664;132482.2344;304439.8438;0;0;0;15364.62207;0;96491.625;0;0;7804.857422;184.52153;59.099571;34196.75781;702.957397;64055.25391;1822.067627;98.531586;35045.13672;406.097229;0;266435.8438;4053.182617;561293.625;11045.99512;51.103104;13.753664;7.965501;5.14765;1.913193;4.874258;8.09194;8.570586;14.395562;17.742682;17.920282;17.618299;14.32499;590.693298;5.539862;4.302087;5.037281;3.84477;4.948008;4.369435;3.94645;3.643389;4.257942;3.654908;3.422086;3.796834;9.07E-05;60.94443512;81.08389282;54.72816849;30.52097893;35.08899689;71.31703949;131.3151855;88.2154007;172.7849121;80.89958191;103.0736542;135.7235413;0.949506179;0.878809902;0.929904404;1700;580.75;580.75;580.75;580.75;1147.857663
232;4.90500307;52.3730545;31.33448753;25.89904632;27.3552822;28.50321429;29.08209049;2.849243;82.280075;33.602283;40.909527;73.597336;6.139391;1250;0;0;1719375;0;6775625;0;0;14009.62305;123863.4063;316469.875;3063.268311;0;0;11718.70313;0;112201.875;1098.21228;0;4809.186523;0;0;34413.76563;0;61407.51563;668.375549;0;17079.60938;355.091736;67.743721;244122.6563;2331.983154;566902.5625;4926.943359;102.450684;13.756547;7.985176;5.162947;1.92841;4.863551;8.080364;8.571312;14.384556;17.726131;17.912931;17.61202;14.332198;581.80188;5.578296;4.336624;5.067318;3.867296;4.973765;4.382807;3.971214;3.66045;4.279787;3.674078;3.441384;3.815453;9.16E-05;60.46837997;80.77509308;54.27003479;29.63521576;34.97101974;72.40505219;130.5287628;88.26529694;172.6277161;80.72951508;106.0229645;135.5052032;0.976668434;0.757309456;0.682230054;933;0;0;0;1637.333333;1632.386069
233;4.923431;51.974639;17.95289773;12.7810989;18.8808631;16.847046;17.08341811;2.900303;1.029101;0.962842;1.006176;1.068212;0.500458;0;0;0;0;0;574375;0;0;518.797913;4326.180664;11521.77734;0;0;0;0;0;0;0;0;699.797913;0;0;5613.106934;0;14534.13965;0;0;5393.960449;294.299438;41.039452;40377.51953;919.029724;86698.07813;1638.911133;106.69989;13.652479;7.417705;4.78181;1.44419;5.183472;8.367578;8.596291;14.809662;18.29904;18.215637;17.833775;14.217459;521.815796;4.648262;3.600465;4.439657;3.353605;4.392907;4.050317;3.423524;3.297051;3.825824;3.260248;2.995352;3.393661;7.58E-05;66.4076004;81.55640411;53.51128387;30.99241638;31.55805969;63.88742447;110.3851013;60.44165802;118.4910583;74.90805054;70.8431015;142.3866272;0.541348073;0.187316075;0.112885967;5404;0;0;0;0;0
234;4.94389725;52.38888931;25.45340402;19.52397213;23.23817204;22.78759124;23.5426653;2.853881;18.010702;19.436119;19.023829;19.195143;3.741272;435000;0;0;1520000;0;2840625;98125;0;9138.512695;73385.28125;183731.7344;0;0;0;34874.13281;0;55730.77344;0;0;0;0;0;15139.61231;0;46375.40234;0;0;17515.60156;0;0;150003.7813;955.202942;354703.3125;4332.201172;0;13.723465;7.929736;5.118201;1.87339;4.834923;8.052494;8.551741;14.402621;17.743999;17.911161;17.591818;14.299479;554.276184;5.520646;4.284231;5.009702;3.824753;4.931801;4.340423;3.947318;3.640652;4.251258;3.642863;3.407885;3.774008;8.76E-05;59.86416245;80.37107086;53.78085327;27.95269203;35.03878403;74.05980682;128.8599701;87.67483521;172.2399597;80.37839508;108.7680817;135.6318359;0.332488959;0.637375246;0.450102169;3886;0;0;0;0;0
235;4.988614;52.203056;35.54257318;28.42243697;30.51600295;26.27737361;32.10715437;2.873126;4.632362;3.122042;3.541947;3.959322;-0.70783;0;0;0;153125;0;476875;0;0;728.100281;9422.826172;25668.82031;3950.280762;25.002851;0;15200.02734;1100.109375;26023.8418;1938.258057;0;0;0;0;7297.395508;0;14394.69141;0;0;1351.43042;0;0;47107.35547;0;114887.1406;0;0;13.60458;7.503307;4.791612;1.526821;4.931252;8.178569;8.521049;14.640952;18.06189;18.0508;17.683432;14.158226;521.495605;4.815285;3.686939;4.452523;3.401793;4.442136;4.030065;3.517277;3.348917;3.86683;3.293141;3.059188;3.412211;7.76E-05;67.0904541;84.15716553;61.27819824;30.41399574;35.87482452;69.7664566;140.2378845;73.9104538;151.8903961;80.35301971;89.57748413;147.5330658;0;0.020275622;0.083128789;5928;0;0;0;3464.785964;3465.768148
236;4.98889446;52.32138824;24.49178959;18.29182825;21.35098912;19.87130647;22.12298893;2.856899;15.837851;18.269365;19.657148;17.100452;-1.199054;1250;0;0;1583125;0;3970625;0;0;7463.553223;58137.55078;134230.8438;5416.173828;0;0;51166.17969;0;125573.7734;0;0;1784.170532;0;0;5480.975098;0;19932.46875;0;0;14562.81934;0;0;122431.3203;278.920288;297044.8125;3805.340332;0;13.646798;7.704142;4.941945;1.683223;4.852778;8.081145;8.515257;14.505029;17.878021;17.956114;17.599962;14.205914;554.130127;5.174649;3.982078;4.720072;3.606982;4.690089;4.175443;3.741926;3.493276;4.057954;3.463376;3.227221;3.584481;8.55E-05;61.51972961;82.45501709;57.63108063;29.52170372;36.84049606;76.46615601;138.027832;81.8161087;163.6535492;79.45759583;98.68904114;138.5513611;0.622513139;0.409174026;0.355369374;3802;0;0;0;0;1042.461702
237;5.050842;52.804722;12.15504735;9.687376238;13.27922007;11.96860728;11.93491873;2.913705;31.797735;26.322836;45.35025;44.585079;-4.440114;0;0;0;2263125;0;7936250;0;0;91.5327;1291.117188;5387.935547;0;0;0;13604.11621;0;24086.82813;0;0;1919.492065;0;0;6775.413574;2.238139;25424.06445;792.010742;0;22.731842;0;0;6026.286133;0;37387.58984;0;0;13.894454;8.759644;5.718412;2.796553;4.606092;7.936227;8.630416;13.866495;17.192116;17.69759;17.724855;14.765963;383.250671;7.847146;6.403712;7.100427;5.547872;7.055799;5.769928;5.755217;5.082766;5.79129;5.096494;4.858135;5.19452;6.15E-05;58.95242691;69.30833435;43.0077095;26.90272903;29.06026077;71.63869476;67.69384003;106.0369034;208.320343;74.6219101;111.6379471;110.7317581;0;0.036459227;0.031725139;5185;0;0;0;40;42.43767948
238;5.121114;52.068889;34.24735093;26.50105714;27.83954266;24.03413603;30.27351063;2.846422;19.090389;19.325331;24.24;20.225718;5.145567;78750;0;0;401250;7500;4354375;9375;0;12515.31152;81878.3125;187406.0313;0;0;0;51971.71094;0;138998.2656;0;0;5549.549805;0;0;22268.48828;0;53884.69141;621.599976;0;41025.97656;617.785706;38.581623;230673.8438;4761.165039;536490.3125;14641.68262;128.087494;13.519421;7.2716;4.652709;1.345294;5.011559;8.243879;8.492193;14.767352;18.242004;18.135277;17.752478;14.104471;546.084839;4.519351;3.492676;4.26457;3.248241;4.251787;3.889292;3.321268;3.207696;3.694236;3.147451;2.91327;3.284533;8.49E-05;65.40182495;82.36097717;60.1059761;31.90956497;32.10748672;64.32152557;125.2904205;57.98664856;126.0709;76.65388489;78.43427277;154.074707;0.953913246;0.921934297;0.846406334;2288;0;0;0;0;542.4166667
239;5.125286;52.106111;31.83464753;24.20647759;25.93551552;23.38159601;28.17205501;2.84413;17.746143;15.207032;18.935888;18.028576;4.657997;0;0;0;648125;0;4168125;0;0;13142.80078;89046.88281;190824.4844;0;0;0;28792.43359;0;86566.85938;0;0;4327.993164;0;0;25724.21484;1025.328125;67922.47656;2016.657959;0;40746.98438;522.281494;44.928219;284489;4191.137695;545634.5625;10684.70508;125.574585;13.500315;7.268015;4.645152;1.357094;4.965937;8.213089;8.472725;14.741199;18.200905;18.097387;17.720182;14.078269;529.12915;4.52171;3.484399;4.24357;3.239164;4.240206;3.873037;3.319611;3.209878;3.689029;3.142132;2.915565;3.27376;8.41E-05;65.35890961;83.10876465;61.3788147;31.68462944;32.91765594;65.5343399;130.1768494;59.83268356;129.6115112;78.43913269;80.55578613;155.3862915;0.989856621;0.912631712;0.895760222;3932;0;0;0;0;0
240;5.128333;52.102222;23.32828998;17.28495192;22.30409773;20.39018138;21.65350281;2.842964;18.676455;16.003742;20.695179;19.772259;4.393631;0;0;0;510625;0;3893750;0;0;13757.28516;93143.9375;193195.0938;0;0;0;33136.52344;0;92295.0625;0;0;4029.277344;0;0;29431.68945;997.213623;66392.9375;1905.438965;0;39348.19531;261.56781;22.437513;287760.1875;3559.564697;548740.6875;10269.75977;36.683945;13.49806;7.261478;4.641056;1.352348;4.967969;8.214633;8.471738;14.74444;18.205936;18.099903;17.722071;14.07682;529.959412;4.512555;3.478183;4.237395;3.234119;4.23362;3.868314;3.313056;3.205201;3.683363;3.137531;2.911179;3.269562;8.36E-05;65.35890961;83.10876465;61.3788147;31.82061005;32.91765594;65.5343399;129.0691223;59.83268356;128.5183868;78.10255432;80.55578613;155.3862915;0.901411043;0.849389312;0.923057332;2555;0;0;0;0;0
241;5.148903;51.519444;20.03412667;15.17714578;24.83740795;22.95708831;20.53100315;2.867553;0.950276;2.63891;1.459969;0.794313;15.272927;625;0;0;212500;625;475000;625;0;293.506775;4563.220703;25386.625;0;0;0;16867.15625;0;50997.48047;0;0;0;0;0;1658.015503;0;9789.154297;0;0;2176.503662;17.853878;0;26836.61133;533.80957;138424.9063;968.255615;0;13.633959;7.02737;4.644491;1.131066;5.602642;8.66735;8.583213;15.375948;19.194427;18.526014;18.170887;14.243094;534.728882;3.919442;3.147892;3.927368;2.893474;3.734007;3.5702;2.871337;2.854474;3.373526;2.866115;2.520257;3.00074;8.50E-05;69.37277985;81.63108063;67.30228424;22.05276299;31.92110634;49.27474594;117.92379;53.21458817;89.42958832;58.11637497;70.32240295;120.254158;0.415526302;0.082230158;0.07198766;5340;0;0;0;0;0
242;5.181553;52.235083;26.80089227;19.82717687;20.67269212;18.94058473;23.26486953;2.83285;13.807837;7.528067;9.204523;13.876434;8.782412;0;0;0;433125;0;888750;0;0;12159.3125;49590.85938;99683.9375;0;0;0;5805.509766;0;53882.87109;0;0;4069.646973;373.515747;129.080765;20797.05078;931.839966;41435.59375;1385.786865;211.709961;18693.46875;0;0;97505.52344;1263.639282;306741.9375;3509.721924;0;13.505672;7.377882;4.709509;1.447651;4.870821;8.136408;8.472601;14.696914;18.121622;18.026972;17.67005;14.09837;491.384491;4.750926;3.655957;4.383612;3.363217;4.404964;3.952155;3.485529;3.321237;3.817603;3.245407;3.025539;3.371414;7.68E-05;65.90802002;86.48963165;63.99022675;30.20710182;35.63269424;75.18553162;141.5317535;75.88231659;144.3183289;78.26222992;90.0873642;153.5894012;0.947094798;0.937712882;0.876731076;2854;528.3333333;528.3333333;528.3333333;528.3333333;522.579761
243;5.235903;52.257361;20.518943;15.34873523;17.68647236;16.72847799;18.49874708;2.822859;9.29531;5.754731;6.013189;9.343308;5.739262;0;0;0;96250;0;519375;0;0;4334.260254;18294.89844;77489.41406;1947.654053;0;0;37851.66016;0;70279.21094;0;0;0;0;0;3809.765625;0;21162.36719;0;0;35157.5625;274.924103;0;126032.8672;2553.072266;290933;7386.064453;20.760321;13.497698;7.370423;4.7046;1.447358;4.857809;8.121895;8.470833;14.732504;18.171242;18.038189;17.677446;14.104506;491.386536;4.770843;3.67831;4.395841;3.379972;4.427518;3.954192;3.512896;3.341228;3.83567;3.258096;3.042311;3.382858;7.30E-05;65.17589569;86.66858673;63.65802765;29.33476257;35.44721985;77.08537292;140.122757;74.5799942;141.4921265;76.48754883;91.46438599;153.3849335;0.672726725;0.615985714;0.572675507;3893;0;0;0;0;0
244;5.393333;51.4075;19.47790381;13.79870068;21.51385069;18.91384337;18.82718005;2.883729;14.924675;8.567862;10.021893;14.914343;24.216208;81250;0;0;1785000;0;5661250;0;0;6004.892578;32734.55078;72430.50781;0;0;0;23876.125;0;52102.1875;0;0;0;0;0;796.211487;0;4977.567871;0;0;25066.83203;265.934021;0;136688.0625;4009.974365;316023.9688;9268.519531;26.645222;13.644784;6.969898;4.638378;1.062967;5.681292;8.833755;8.664492;15.545706;19.376507;18.71911;18.333076;14.336338;558.374634;3.797657;3.076481;3.825392;2.813553;3.598571;3.4714;2.76271;2.77274;3.267555;2.782464;2.430994;2.919184;9.28E-05;63.13023376;65.66369629;66.89212799;21.8242321;34.8797226;51.55609512;103.3477325;47.59913254;72.13130951;50.50856018;70.03718567;109.1441422;0.276787483;0.806827786;0.738121576;3811;0;0;0;0;0
245;5.4289;51.44528;33.60234227;23.72130466;26.698037;23.30721717;29.09586955;2.875118;18.0833;21.568895;24.816061;18.723091;20.408335;60625;0;0;4450625;0;9636875;0;0;4182.883301;54541.12109;148740.5781;13805.48145;326.731628;0;35505.91797;2201.012939;78864.07813;5260.832031;25.136316;0;0;0;16773.05469;0;41934.44531;0;0;22955.16016;0;0;226627.4688;488.746582;542384.75;3813.727051;0;13.636721;6.97559;4.635765;1.067361;5.650397;8.81077;8.664263;15.53406;19.354071;18.701788;18.327425;14.338361;570.16626;3.815138;3.090305;3.834545;2.82914;3.622038;3.480803;2.784446;2.785496;3.285189;2.787753;2.445078;2.926804;9.47E-05;62.30953217;66.35785675;64.32356262;22.29244423;34.30496216;51.13079834;106.1768417;46.64069366;73.14577484;49.45953369;68.7694931;109.3057251;0.14888137;0.335020357;0.372227182;4472;0;0;442.5;1203.690867;1165.641316
246;5.472783;51.469722;27.09825103;19.95820408;23.39041968;20.65326579;24.24161698;2.87;36.021629;20.196129;23.399303;30.068602;20.340136;14375;0;0;971875;0;8731250;0;0;9168.821289;64783.86719;139373.8594;0;0;0;5418.054688;0;70025.86719;0;0;336.783966;0;0;29414.37695;0;54095.03125;0;0;26017.33008;379.165894;50.621174;218060.2344;2543.07959;505229.25;7615.117188;135.274292;13.625119;6.976405;4.631598;1.06601;5.625563;8.794336;8.661108;15.524281;19.335518;18.693983;18.326246;14.340174;560.847656;3.825173;3.098044;3.83746;2.837372;3.635214;3.48293;2.796354;2.789405;3.292529;2.787755;2.451559;2.928656;9.45E-05;61.95436859;69.21508026;63.42905426;22.45948982;33.57288361;51.42341614;107.8903732;46.45363617;74.25318909;49.07256699;68.84039307;110.4037552;0.937372521;0.873455543;0.864127263;3143;0;0;0;0;0
247;5.57349157;52.91691589;10.33011546;7.249223301;10.06403647;9.277637028;9.579690677;2.885789;0.004053;0.220925;0.33956;0.034997;-0.08457;0;0;0;271250;0;308750;0;0;18.296518;3538.900146;5301.130859;0;0;0;1186.185425;0;6340.901367;0;0;1812.120239;0;0;6036.491699;0;8592.229492;399.373596;0;0;0;0;15973.47168;0;31954.9707;0;0;13.622444;8.328403;5.160576;2.194326;4.18603;7.792319;8.545683;13.943714;17.178411;17.603748;17.580494;14.472279;345.300781;7.701606;6.242891;7.016212;5.411262;6.91366;5.692685;5.819435;4.956597;5.703145;5.005398;4.816662;5.113258;5.13E-05;55.62373734;66.87597656;60.52346802;32.19746017;32.19754028;110.4755249;98.10209656;98.76810455;153.2158661;85.29354858;101.4367752;103.0675888;0;0.010848747;0.007890771;4838;0;0;0;0;144.25
248;5.593378;52.423211;14.29095609;9.634274809;14.07979381;12.23335784;13.15773071;2.867554;0;0.144842;0.08346;0.00215;-2.488295;0;0;0;0;0;0;0;0;148.396027;1383.597778;3764.96582;1496.935547;0;0;16909.83203;0;31915.48633;0;0;0;0;0;0;0;0;0;0;0;0;0;7558.783203;0;29412.35938;0;0;13.431587;7.390603;4.645322;1.380831;4.644845;8.032315;8.470577;14.697062;18.079737;17.95303;17.636511;14.101335;466.41449;4.971137;3.890456;4.542416;3.525911;4.597373;4.013003;3.742009;3.461365;3.967795;3.35375;3.145239;3.463308;6.59E-05;58.52009964;82.11758423;59.91228104;31.91665077;29.22856712;89.90123749;115.2807465;58.4505806;140.078949;69.61159515;96.50450897;139.0735931;0;0;0.025198392;6319;0;0;0;0;0
249;5.708619;52.1125;16.78485927;10.58888283;15.54726034;13.75549398;15.02149589;2.809884;2.632999;0.785142;0.570858;2.053489;19.182224;111875;0;0;126875;0;342500;0;0;1519.478882;5253.990234;15180.49707;0;0;0;0;0;0;0;0;0;0;0;2524.286621;0;17958.24023;0;0;6698.370117;21.065201;0;18340.90039;600.341064;47160.95703;3048.93457;0;13.19769;6.863165;4.333303;0.709132;4.7186;8.000337;8.27891;14.813437;18.370398;18.10754;17.694799;13.892078;472.81601;4.252217;3.353359;4.002872;3.045613;3.984535;3.587218;3.13643;3.045552;3.488657;2.947525;2.733979;3.079687;7.46E-05;64.42007446;84.37232971;74.91733551;30.37899399;31.18416595;71.28965759;105.7866592;95.98896027;118.9221191;71.67233276;76.8269043;161.0884705;0.401120646;0.358323936;0.273591186;4044;0;0;0;0;0
250;5.853614;51.541111;18.44746751;12.55658931;21.47637659;19.24455665;18.12247755;2.875524;2.034976;0.467;0.684437;1.744544;29.483307;0;0;0;15625;0;15625;0;0;430.902527;2757.386719;5472.437988;0;0;0;0;0;0;0;0;2559.071289;0;0;8072.863281;572.360291;12584.39356;1388.469482;0;379.341309;0;0;7551.720703;0;26643.13672;0;0;13.515121;6.966596;4.590081;0.965544;5.474591;8.697412;8.598883;15.425919;19.217499;18.718801;18.346045;14.339207;547.961975;3.858263;3.120973;3.82593;2.850775;3.665392;3.445733;2.825397;2.758363;3.268276;2.768199;2.46416;2.9094;8.61E-05;57.88631821;77.84693909;61.16325378;21.06766891;31.61991692;54.60850143;109.0695572;53.94969177;79.70420074;46.26872635;62.36977005;117.4442139;0.675590357;0.08056261;0.07546506;5584;0;0;0;957;957
251;5.858061;51.838889;25.07799833;17.9177415;22.09036027;19.64834327;22.48568748;2.860688;36.130714;10.367223;14.842609;32.597954;34.867622;0;0;0;1803125;0;4132500;0;0;11526.18359;66039.35938;118489.6797;0;0;0;0;0;862.59906;0;0;3723.980957;0;0;33225.78125;944.299866;57083.61719;2098.717773;0;48067.48438;552.536072;0;246128.0938;5378.666992;466586.125;12763.96484;49.812843;13.414762;7.060735;4.507236;0.741208;5.108308;8.425611;8.58699;15.10078;18.728571;18.491779;18.145664;14.2363;530.46521;4.041035;3.227833;3.894913;2.9349;3.810311;3.473404;2.97914;2.852633;3.334198;2.840632;2.564033;2.963476;8.88E-05;67.63076019;81.16864014;75.17759705;31.56869507;30.24155807;73.00661469;102.1413116;68.85192871;109.2441101;63.93376541;70.07453918;137.3127136;0.983280958;0.949668167;0.932722384;2495;0;0;0;548.25;548.25
252;5.858061;51.848889;37.30187622;27.76220467;27.37624376;25.48399021;31.99603715;2.8622;38.992451;10.242567;14.48407;32.59391;18.499601;65000;0;0;1711250;0;4749375;0;0;9061.546875;61227.97266;113940.2656;0;0;0;0;0;3913.75415;0;0;2380.163086;0;0;27584.69336;0;54919.55078;0;0;31650.70703;371.336456;66.430496;223846.8125;3589.074463;431280.2813;9040.597656;93.203278;13.407642;7.057366;4.501679;0.728692;5.09286;8.409128;8.579267;15.088806;18.712934;18.481476;18.133509;14.22717;529.93158;4.04745;3.231749;3.897568;2.937656;3.815013;3.475044;2.984077;2.857202;3.337655;2.843125;2.567916;2.965811;8.90E-05;67.77732086;81.09757996;75.65505219;31.66018677;30.52339172;73.10787964;102.0223541;70.40878296;109.8592224;64.18088531;70.46924591;137.838089;0.999650258;0.628595426;0.615826988;1754;0;0;0;0;548.25
