FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019
39;10.790143;51.839382;14.43933946;10.99218367;13.47796439;11.25810263;13.2508646;2.908188;20.104641;2.615635;5.701644;17.660412;237.631317;22500;0;0;1687500;625;1799375;16250;0;6133.98877;19470.86719;24480.72266;0;0;0;8205.503906;0;20559.35352;0;0;3790.682129;0;0;9107.09375;783.127441;15409.72754;1263.615723;0;33804.63281;385.432465;22.452026;108868.0781;2836.989258;163219;10783.42188;144.138107;10.723987;4.493392;1.56852;-2.722863;1.192668;5.878337;6.245436;12.972131;16.57655;16.995817;16.989964;12.384898;246.466644;3.831795;3.086551;3.894532;2.575253;3.199931;3.042436;3.167972;2.351389;2.881018;2.503116;2.51596;2.518065;3.87E-05
40;10.791404;51.497195;18.2206844;12.09940934;15.53953208;12.5036899;15.87188198;2.953596;26.459705;3.718682;8.226113;23.436642;186.681625;460000;0;0;3743125;30625;4580000;71875;0;5726.363281;24360.77734;30701.37695;0;0;0;6115.750977;0;23457.04883;0;0;3841.146484;193.780396;46.73362;8195.853516;1220.187256;13484.51563;1936.161621;80.470352;29222.31055;142.553009;0;121247.2344;2319.085938;185324.75;7685.743652;2.06612;11.082464;4.785764;1.949066;-2.728944;1.784729;6.36951;7.04852;13.850513;17.503653;17.895178;17.783693;13.062419;275.11731;3.743422;3.081368;3.779033;2.579918;3.200006;3.037254;3.040353;2.284033;2.800488;2.578686;2.46165;2.435951;0.000042883
41;10.793683;52.427886;39.10930401;26.70421088;25.24220627;18.68394771;31.49946716;2.877177;63.469898;13.984592;27.283394;68.578812;63.980164;651250;0;0;4217500;0;7247500;22500;0;6126.272949;32426.06055;61687.67969;0;0;0;515.598022;0;24382.76172;0;0;0;0;0;9481.416016;0;15920.43945;0;0;31549.77344;866.219299;150.385559;174316.7344;3550.787598;360522.8125;10800.57031;400.745789;12.360242;6.021913;3.488314;-0.639953;2.876586;7.389321;7.904021;14.434753;17.745892;18.201317;18.26025;13.981185;360.881348;3.696158;3.006007;3.626268;2.479448;3.247713;2.905116;3.150631;2.485868;2.860294;2.462188;2.544586;2.477088;5.50E-05
42;10.81638;52.44081;19.23878771;13.95293878;18.61145811;15.45158377;17.72190906;2.87813;12.791963;12.40148;20.012747;16.092117;65.759346;36875;0;0;2363125;0;6615625;13750;0;2664.500977;27908.61328;52634.85156;0;0;0;0;0;427.454163;0;0;4130.723145;341.616028;0;11563.11914;1160.368652;16965.12891;1987.458618;50.255226;14878.91602;96.270493;0;172216.2031;893.93103;322981.5625;3284.997559;0;12.362357;6.021463;3.489681;-0.658041;2.861496;7.375594;7.907044;14.434617;17.745283;18.199167;18.258677;13.985272;360.391876;3.702054;3.01198;3.633411;2.489253;3.252581;2.910573;3.15922;2.493341;2.869392;2.464308;2.555362;2.486599;5.19E-05
43;10.867188;51.333333;6.105524495;4.822836735;5.885892256;5.2085;5.723478722;2.959496;0;0.865196;0.201031;0;416.800171;0;0;0;3750;0;356875;0;0;40.700718;460.540527;10061.07422;0;0;0;0;0;0;0;0;0;0;0;5239.328125;0;16328.81055;0;0;0;0;0;6159.711914;0;80255.00781;0;0;11.096941;4.907412;2.292291;-2.180351;2.170171;6.417552;7.011921;13.755634;17.480726;18.006027;17.823425;12.85874;262.640015;3.819178;3.209853;3.863828;2.686072;3.324687;3.113633;3.059859;2.285938;2.811607;2.683994;2.456135;2.486835;3.93E-05
44;10.887686;49.89833;24.74015152;19.05627891;24.09053846;22.55909524;23.29511969;3.069693;18.091354;5.883843;11.137832;17.741211;237.391266;279375;0;0;4656250;20625;5532500;35625;0;8184.483398;49497.48438;72119.92188;0;0;0;9718.625977;0;43740.22656;0;0;0;0;0;22963.36328;0;38595.13672;0;0;25774.51367;193.536072;37.476368;136121.9063;2180.173096;241711.3594;6623.44043;93.968582;11.142433;4.884603;2.276434;-3.032064;3.198207;7.260105;7.915216;14.673205;18.797132;19.188284;19.189173;13.021616;325.269684;2.772322;2.426764;2.904487;2.454139;2.680064;2.712996;2.330508;1.92421;2.298998;2.276167;2.064925;2.027459;5.18E-05
45;10.88837;48.376576;27.50867052;20.56476871;25.28088547;22.96495238;25.22286248;3.211;21.93749;13.434999;17.487705;22.559147;486.092651;351875;0;0;1804375;0;6070000;13750;0;12123.06445;99742.53906;204411.0938;0;0;0;12919.49414;0;60059.55469;0;0;0;0;0;10567.81055;0;29351.84961;0;0;42079.60938;404.448151;29.054831;283658.7813;3433.057861;582645.125;11971.00195;148.725861;10.675544;4.146637;1.197679;-4.085174;3.019124;7.270497;7.594073;13.865019;18.991079;19.065031;19.294699;12.555307;388.967499;2.719309;2.639581;2.912084;2.532448;2.527912;2.954391;2.353355;2.044164;2.215911;2.309781;1.798447;1.920882;6.75E-05
46;10.895029;48.364589;30.85375723;22.81368027;25.8389375;24.67;27.53938004;3.211;32.37941;13.177987;17.375845;28.558411;500.997559;61250;0;0;1883750;0;5933125;0;0;12625.2207;99156.14063;206479.3594;0;0;0;8436.583008;0;39248.71484;0;0;0;0;0;13281.43262;0;30191.42188;0;0;39609.03516;692.269043;100.428177;271033.8438;3957.470703;573808.5;8810.369141;212.584656;10.686462;4.142024;1.186665;-4.097416;3.024105;7.281659;7.596889;13.873347;18.998642;19.065008;19.306248;12.559409;387.517731;2.72681;2.646256;2.916804;2.538667;2.533819;2.962689;2.355952;2.050247;2.218224;2.316034;1.799973;1.921893;6.68E-05
47;10.896221;48.370237;55.88103534;41.66527891;31.07052885;30.19220238;44.81945324;3.210963;30.863495;13.043656;17.580967;27.741467;495.978577;625;0;0;2198125;0;5796250;0;0;12500.95898;101373.8125;205837.6094;0;0;0;2797.39209;0;56385.49219;0;0;0;0;0;12399.03418;0;30567.10352;0;0;44644.78516;444.695251;82.087425;278862.9375;4681.25;572213.9375;11740.73926;154.17009;10.682753;4.14447;1.190926;-4.096341;3.021482;7.276291;7.596247;13.870345;18.997236;19.066652;19.301683;12.558344;388.500458;2.723251;2.642052;2.91315;2.53475;2.530102;2.957812;2.354832;2.047343;2.216775;2.312832;1.798984;1.9206;6.67E-05
48;10.903051;48.326013;18.23002492;13.6692449;20.57767677;18.72558333;17.96746568;3.212161;20.734934;7.250856;9.153712;20.860279;499.137604;433750;625;0;1133125;43750;1976875;111250;0;8914.53125;45276.77344;122132.5;0;0;0;16530;0;26215.84375;0;0;0;0;0;5033.161133;0;20180.96875;0;0;23563.5;109.913261;0;114548.8984;2222.444824;344850.875;7668.927734;0;10.721565;4.12947;1.159121;-4.117505;3.044717;7.323986;7.60835;13.902356;19.021345;19.063984;19.347601;12.574673;382.360504;2.750323;2.67049;2.935846;2.561099;2.555185;2.991915;2.363782;2.069468;2.226381;2.336647;1.80533;1.926978;5.80E-05
49;10.963528;49.605914;17.77750758;13.76899171;20.45946937;19.93827918;17.85833085;3.082034;6.215135;6.053122;5.284844;5.911192;290.852112;0;0;0;703125;0;2514375;0;0;2815.634033;22179.625;70325.46094;0;0;0;15135.15039;0;45008.62891;0;0;0;0;0;0;0;4461.943359;0;0;16829.39844;625.074829;82.904205;120476.9453;2149.962646;340016.3438;4092.077148;193.690491;11.144499;4.804869;2.117218;-3.442645;3.243254;7.227069;7.840189;14.421528;18.81601;19.212702;19.218143;12.912331;353.328644;2.887683;2.567505;2.98829;2.614543;2.770714;2.863972;2.411891;2.036521;2.386965;2.369108;2.120003;2.054611;5.80E-05
50;11.019353;50.984874;41.3160927;29.89423024;27.15038574;20.35838592;33.7717404;2.978732;17.155064;9.850466;14.747444;18.179081;203.120468;625;0;0;1435625;0;3287500;0;0;8797.777344;64660.45703;113320.8672;2513.04248;0;0;8941.428711;0;26537.79688;0;0;0;0;0;0;0;0;0;0;34300.875;590.564819;49.370186;243303.4531;4492.643066;412139.875;10989.0791;91.015594;11.411137;5.116668;2.611238;-2.274438;2.523019;6.634409;7.310645;14.08241;18.004421;18.623594;18.358259;13.020605;324.894836;3.759853;3.148397;3.817963;2.694087;3.224954;3.11655;2.812723;2.171123;2.719545;2.703506;2.378791;2.475778;0.000052826
51;11.0248;49.462229;30.26465398;20.80106803;31.20888942;25.66122619;28.24846245;3.100577;18.557398;15.269397;16.780367;18.448961;306.049164;1083750;6875;0;4541875;90625;8983125;327500;1250;10570.95117;85779.71875;222661.5938;6277.499512;0;0;24901.95703;0;56026.35938;291.386658;0;4074.101562;31.599581;0;20781.80273;1082.63269;65363.66797;1977.435181;0;18948.70313;581.383301;33.979874;209502.9375;2061.806885;573645.8125;4632.645508;156.204132;11.082075;4.709189;1.975971;-3.708358;3.156602;7.191361;7.808784;14.371972;18.934301;19.237635;19.272739;12.866828;416.19162;2.859354;2.552878;2.965882;2.615679;2.717635;2.888447;2.408763;2.029448;2.373961;2.366616;2.075537;2.030673;7.30E-05
52;11.02792;49.32273;22.3372161;16.08398639;23.77600869;19.90553571;21.25710578;3.101196;14.682675;2.735885;4.960156;13.796739;346.112274;147500;0;0;1448125;0;1786250;76875;0;7219.12207;28223.47266;46159.125;1640.049072;0;0;19524.10547;0;36490.17969;0;0;3960.108398;0;0;10417.04297;0;14772.60547;209.75267;0;29296.37305;418.467712;0;129754.3047;2102.961426;230198.7969;7280.861816;127.721008;11.082582;4.647637;1.872256;-3.806646;3.162787;7.256958;7.798337;14.384896;19.139391;19.338459;19.399273;12.91508;352.634857;2.842196;2.551119;2.959609;2.620569;2.668383;2.917391;2.425812;2.04597;2.375366;2.383205;2.04587;2.027364;5.53E-05
53;11.036096;49.440478;51.80154656;33.36567347;37.99361969;27.66391667;42.70352816;3.100178;21.902529;18.592291;21.596119;20.570538;313.758728;493750;0;0;6251875;0;11928750;1875;0;10277.34863;93075.76563;232612.1719;0;0;0;33580.60547;0;68179.08594;0;0;4015.585449;427.097687;124.975754;30207.31836;1187.583496;61918.9375;2020.466187;225.34198;31280.95313;588.036865;0;238827.6875;4278.701172;644946.9375;10137.8457;50.312458;11.07551;4.689737;1.950937;-3.745037;3.149549;7.19397;7.805733;14.373147;18.965607;19.24995;19.291782;12.867741;433.36499;2.8567;2.551807;2.962567;2.61768;2.710737;2.893374;2.412222;2.031512;2.374767;2.369064;2.070275;2.029076;7.35E-05
54;11.037924;50.979455;22.49467165;15.81112245;18.01789904;16.37208333;19.57261277;2.968864;24.775791;10.096229;14.761273;23.751823;200.570969;126250;0;0;1068125;0;3492500;0;0;9954.871094;66975.98438;113901.3047;0;0;0;5680.449219;0;29094.24219;0;0;0;0;0;0;0;2494.931152;0;0;42090.69531;802.080933;107.332031;243841.6719;5979.777832;413530.25;12845.32031;176.014038;11.375443;5.079314;2.571805;-2.330867;2.503175;6.594278;7.26029;14.040168;17.967243;18.581825;18.324636;12.979322;323.562286;3.744741;3.132555;3.798277;2.681906;3.210335;3.10282;2.799319;2.161858;2.709012;2.691453;2.371019;2.467279;5.32E-05
55;11.043386;51.662435;4.740913649;3.593380952;4.379518768;3.580202864;4.325745708;2.888315;0;0.084675;0.059759;0;422.406525;0;0;0;0;0;318750;0;0;0;780.084045;2371.032227;0;0;0;0;0;0;0;0;0;0;0;6341.577148;0;10607.81055;0;0;0;0;0;12821.10156;0;46632.41016;0;0;10.643027;4.446762;1.629044;-2.774369;1.466634;5.926438;6.28739;13.029649;16.779366;17.083405;17.106287;12.319247;233.15921;3.713727;3.062552;3.742852;2.516225;3.105647;2.978466;3.017315;2.258163;2.783553;2.468161;2.443126;2.46087;0.000036633
56;11.056578;50.993127;13.20464009;9.177115646;15.78395192;14.04179762;13.13134373;2.968839;8.397532;10.036857;11.202946;8.128835;190.037842;193125;0;0;2018125;0;5220625;25625;0;4758.248047;47229.40625;110904.9297;0;0;0;13354.17871;0;37585.5;0;0;0;0;0;145.060547;0;2494.931396;0;0;15377.35547;0;0;152264.9375;937.947205;384513.7813;3511.159668;0;11.426164;5.141163;2.651433;-2.18856;2.559298;6.642733;7.30084;14.074148;18.017761;18.630932;18.364079;13.0272;324.695404;3.75371;3.139545;3.80514;2.682164;3.218412;3.106782;2.80997;2.169648;2.715854;2.698026;2.368179;2.469544;5.13E-05
57;11.05722;47.47706;10.76421271;9.33655102;9.96969216;9.772995227;10.20870392;3.074743;7.238806;1.362334;2.101516;6.360348;734.037231;14375;0;0;38125;0;101250;8750;0;1706.039795;10336.83984;22481.99023;0;0;0;0;0;0;0;0;1839.147949;0;0;6198.289062;0;14810.82813;821.525635;0;4628.973145;0;0;55546.59766;0;117653.5938;792.871643;0;5.670981;-1.897207;-6.781333;-9.788932;-2.465591;1.701465;1.580001;7.884834;13.268224;13.085553;14.063648;6.897191;155.838852;1.114371;1.075752;1.241754;1.233257;1.094692;1.183549;1.091685;1.012452;0.998925;0.99623;0.873109;0.891549;2.64E-05
58;11.057442;51.896982;13.07960134;9.62574896;14.27925157;12.1599635;12.61977115;2.951218;14.377981;2.064618;4.550198;12.806686;123.483513;111875;0;0;193750;0;310000;28750;0;5495.947754;23623.28711;27268.81641;0;0;0;0;0;0;0;0;4955.860352;0;0;14364.16309;398.503357;31199.48633;1450.145752;0;30523.27344;267.078369;0;114069.4219;2566.395996;155458.4063;8591.105469;45.120163;12.089355;5.797492;2.926539;-1.435402;2.48592;7.10876;7.650806;14.165575;17.840279;18.301744;18.323858;13.753485;292.21637;3.754866;3.086085;3.799091;2.588779;3.144252;2.994071;3.157503;2.35427;2.838644;2.449012;2.470892;2.498482;4.33E-05
59;11.088444;49.44591;36.21315514;29.02553742;33.04057212;31.18975;33.61028865;3.087584;36.089542;18.266459;23.814522;34.448051;311.542023;4375;0;0;2794375;0;8070625;0;0;11727.04004;96772.77344;230874.6875;0;0;0;7077.413574;0;38544.78516;0;0;0;0;0;32497.63867;0;75321.57031;0;0;49149.25391;356.108643;77.170639;316255.2813;4716.907227;620860.0625;13089.56445;99.284058;11.044606;4.656235;1.912346;-3.824212;3.123056;7.170197;7.807982;14.383884;18.977741;19.243515;19.298771;12.85489;423.485535;2.856018;2.545151;2.947483;2.618219;2.715873;2.888826;2.419001;2.031991;2.380355;2.367859;2.068886;2.024932;7.12E-05
60;11.134593;50.499955;5.916264224;4.615272109;5.524134755;4.532904762;5.443343523;2.876225;3.625542;0.535919;1.131743;3.664194;848.248108;0;0;0;123125;0;128125;0;0;1515.437012;5604.919434;7795.851562;0;0;0;0;0;0;0;0;1197.003662;0;0;7725.574219;0;12577.94531;0;0;7792.936523;0;0;35269.75391;0;70857.5625;1056.916138;0;9.183801;2.808484;-0.144559;-5.415091;0.669824;4.708642;5.293783;12.448318;16.327002;16.682383;16.802107;10.88565;225.819794;3.080956;2.637053;3.111531;2.364947;2.751317;2.726979;2.426436;1.961781;2.422497;2.442481;2.281657;2.238677;3.62E-05
61;11.16705;52.95702;10.03065706;8.125183673;10.77073248;9.49054902;9.79247932;2.875548;1.813128;0.389399;0.840567;1.593314;18.635696;76250;0;0;573125;0;777500;0;0;677.635315;5203.526855;8112.436035;0;0;0;0;0;0;0;0;2692.420898;0;0;10647.81445;507.186493;19302.88281;916.688843;0;1526.14502;0;0;57052.98828;0;105169.6563;0;0;12.423233;6.09134;3.741554;-0.343507;2.703292;7.287673;8.009669;14.496118;17.849575;18.093996;18.364567;14.212945;303.35495;3.576164;2.980868;3.575624;2.550027;3.185718;2.853809;3.182618;2.570253;2.97683;2.421904;2.637343;2.598691;4.21E-05
62;11.172327;52.593136;6.486040897;4.978523352;6.993290829;6.252266187;6.297404233;2.878025;0;0.122315;0.038262;0;96.128166;0;0;0;0;0;491250;0;0;2.685277;233.082672;2746.412842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11146.38574;0;57044.71875;0;0;12.336493;5.998257;3.519271;-0.678958;2.704951;7.300676;7.960326;14.492361;17.789934;18.238138;18.329794;14.066791;300.155029;3.62455;2.969567;3.58291;2.51409;3.168066;2.885169;3.165739;2.500723;2.897115;2.41464;2.592886;2.50481;4.11E-05
63;11.220172;47.968753;7.882009967;6.043571429;6.674773166;6.637353993;7.1258552;3.255097;1.281157;0.319476;0.330611;1.077056;700.798645;123750;0;0;177500;4375;185000;20625;0;221.538498;2459.800293;9201.34375;0;0;0;0;0;0;0;0;0;0;0;0;0;6385.175781;0;0;1931.252563;0;0;28691.95703;0;87194.07031;0;0;10.240156;3.472525;-0.030942;-5.105576;2.36758;6.679167;7.012873;13.159554;18.357872;18.458485;18.85931;12.019053;266.823456;2.535584;2.363298;2.547836;2.292398;2.21668;2.684515;2.165049;1.935874;2.067484;2.155296;1.632456;1.739237;4.33E-05
64;11.321017;50.982185;17.12441119;12.15629932;18.25621934;15.2260119;16.26678237;2.981999;14.570078;3.12536;5.441303;13.699982;224.791153;13750;0;0;1178125;0;2005625;0;0;10532.05176;38206.26563;48249.38281;0;0;0;0;0;10531.33398;0;0;959.527588;0;0;14673.41211;0;20890.76367;0;0;42000.78906;201.796844;0;141431.0938;2952.42041;217105.375;11167.43164;14.629386;11.327907;5.030423;2.542579;-2.281771;2.595552;6.513281;7.049164;13.884856;17.899071;18.453117;18.2705;12.891836;294.588409;3.643652;3.027178;3.64901;2.595168;3.118646;3.005462;2.729998;2.134007;2.654124;2.615271;2.310164;2.409624;4.47E-05
65;11.32607;50.977462;27.0534609;19.64438776;20.3539442;17.44653571;23.13214059;2.981455;12.85043;3.077211;5.510382;11.723975;229.912109;3750;0;0;1175000;0;1906250;0;0;8085.698242;38097.93359;49229.45313;0;0;0;0;0;14056.2832;0;0;980.873596;0;0;10919.625;0;20589.0957;0;0;33836.30078;429.727112;83.030457;146474.0625;3766.76709;222029.5781;9464.764648;105.069374;11.304115;5.004702;2.513096;-2.326014;2.574771;6.488097;7.022589;13.861635;17.875227;18.428055;18.250681;12.86688;294.221954;3.639189;3.023999;3.644447;2.594234;3.114512;3.002146;2.725313;2.130703;2.650404;2.61087;2.309683;2.407841;4.55E-05
66;11.362965;53.302352;6.019386062;4.75585034;6.698566485;5.881666667;5.927306083;2.818607;0;0.039679;0.035494;0;28.009457;0;0;0;25625;0;25625;0;0;206.806427;577.257385;1515.664917;0;0;0;0;0;0;0;0;0;0;0;1169.728027;0;8206.265625;0;0;5595.050781;95.27887;0;21185.67578;706.502502;57119.04297;2420.737793;0;12.028164;5.879589;3.572389;-0.444231;2.38825;6.775267;7.535909;14.08066;17.286724;17.393135;17.848614;13.841436;269.358826;3.628188;3.041724;3.659306;2.662918;3.301846;2.927916;3.271808;2.785718;3.127599;2.512902;2.738534;2.734881;3.87E-05
67;11.368875;50.651182;14.70010497;10.48721088;14.15516595;12.71184524;13.5785435;2.934937;13.752848;1.883157;3.521407;12.082956;213.230652;202500;0;0;513750;22500;1403750;108750;0;5600.080078;17562.35156;22745.46094;1338.074463;0;0;8880.228516;0;13303.11816;0;0;2152.211426;0;0;8779.040039;473.714966;20472.88672;1056.086426;0;22133.39453;200.9944;1.821738;103467.8594;2865.951416;140544.6563;6748.110352;86.092072;10.863523;4.335956;1.471765;-4.059452;1.776352;6.080821;6.825227;13.88843;17.798655;18.244825;18.29871;12.535009;256.237305;3.4063;2.886979;3.440304;2.543497;2.924224;2.850491;2.512516;2.004207;2.488447;2.465227;2.314503;2.350463;4.27E-05
68;11.398332;53.631805;22.88273103;15.97816327;15.2387715;10.96571429;18.61263093;2.829489;14.278656;4.10446;6.074976;13.205423;70.876175;4375;0;0;122500;0;312500;625;0;7152.58252;31177.25195;51724.64844;0;0;0;10522.89648;0;32550.10742;0;0;32.158005;0;0;5095.145508;0;16599.08398;0;0;32076.35352;325.251526;99.994202;131652.2031;3980.035889;234768;11343.22461;175.022675;11.788271;5.778293;3.415146;-0.398132;2.11649;6.344673;7.19309;13.545235;16.753754;16.925808;17.54994;13.683708;258.055023;4.273279;3.671429;4.356856;3.223998;3.915937;3.434965;3.784204;3.284423;3.666588;2.94175;3.210607;3.246289;4.12E-05
69;11.428766;48.769444;27.63669053;19.92033356;24.10283654;21.01780952;24.69514482;3.210995;24.12701;11.022251;16.330574;24.368126;377.607727;85625;0;0;3142500;0;6083750;8125;0;7788.133789;51900.35547;96598.86719;0;0;0;14083.33203;0;26324.61523;0;0;2445.171875;0;0;12573.56836;0;16468.4043;0;0;30919.14258;466.915009;64.260101;197362.1094;2333.673096;397479.7188;7047.998535;158.808899;11.078206;4.494743;1.634493;-4.399632;2.915023;7.483382;8.081975;14.53737;19.756344;19.788385;19.87616;13.066525;401.17218;2.608681;2.433223;2.70506;2.323589;2.371203;2.785903;2.384302;2.028311;2.248243;2.285488;1.817844;1.849508;6.11E-05
70;11.442591;50.103135;22.58493919;15.06948299;21.5734749;17.60671429;20.43848224;3.01994;11.641057;1.466967;3.141097;10.583178;304.943939;1200625;0;0;2111875;48750;2560625;286875;0;6253.734863;17832.16406;23080.38867;1524.827637;0;0;12763.93457;0;14831.49414;0;0;2696.884277;0;0;7901.837891;999.115723;15472.77637;1834.678223;0;28473.43945;438.969177;53.582523;131402.6563;2274.123047;206149.0938;7369.518066;169.326019;10.375802;3.968528;1.140691;-4.671881;1.847736;6.270927;7.135413;14.191602;18.134274;18.378817;18.57332;12.282067;294.011414;2.937032;2.526353;2.968166;2.480074;2.727366;2.737677;2.462128;1.973663;2.375629;2.35963;2.174392;2.129335;4.54E-05
71;11.449471;51.759516;33.52242837;21.85957143;21.44494231;14.66190931;26.62909998;2.967156;12.375986;1.987977;4.504788;11.080767;119.298309;180000;0;0;2075000;0;2241250;17500;0;4377.119629;15000.14063;16079.42383;0;0;0;10144.28223;0;24026.40625;0;0;3401.288086;271.318726;56.210655;12908.23145;997.694336;19006.2832;1797.983887;103.538437;29299.59961;344.234344;25.264448;95066.42188;3694.473389;116130.1797;9929.275391;95.073456;12.132131;5.877304;3.125342;-1.402677;2.747663;7.15745;7.78054;14.33973;18.176453;18.556801;18.592209;13.877844;303.740021;3.590684;3.018338;3.564903;2.534517;3.036562;2.907094;2.998816;2.29838;2.750337;2.402562;2.400988;2.467862;4.57E-05
72;11.46445;48.18169;26.62030829;18.80091837;25.17256731;21.96833333;24.34315522;3.229641;8.481931;8.897243;8.083261;8.67622;513.048523;205000;0;0;1803750;29375;3638750;113125;0;12504.97754;85026.09375;236470.5781;0;0;0;23916.1875;0;49349.14453;0;0;0;0;0;6938.619141;0;36645.66016;0;0;28944.53516;406.183746;104.829163;189332.5;2944.926025;473411.125;7852.435547;202.686218;10.582842;3.758126;0.744879;-4.728216;2.866938;7.148355;7.516488;13.748931;18.912437;18.92112;19.267313;12.44584;443.607117;2.62372;2.470167;2.69639;2.367204;2.426712;2.83944;2.337093;2.044556;2.177398;2.291665;1.74205;1.744038;7.37E-05
