id_meetlocatie,ndw_index,start_meetperiode,eind_meetperiode,waarnemingen_intensiteit,waarnemingen_snelheid,gebruikte_minuten_intensiteit,gebruikte_minuten_snelheid,data_error_snelheid,data_error_intensiteit,gem_intensiteit,gem_snelheid,gewogen_gem_snelheid,rijstrook_rijbaan,voertuigcategorie,technical_exclusion
GAD02_Amstd_30_0,F5C,2017-01-01 00:00:00,2017-02-01 00:00:00,0.0,1055.0,44573.0,1028.0,0,0,1.0,21.04,21.26,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-01-01 00:00:00,2017-02-01 00:00:00,0.0,161404.0,44573.0,40895.0,0,0,219.0,23.39,23.87,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-02-01 00:00:00,2017-03-01 00:00:00,0.0,1825.0,40275.0,1749.0,0,0,3.0,5.18,5.18,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-02-01 00:00:00,2017-03-01 00:00:00,0.0,136592.0,40275.0,36605.0,0,0,203.0,23.97,24.85,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-02-01 00:00:00,2017-03-01 00:00:00,0.0,8079.0,40275.0,6623.0,0,0,12.0,19.58,20.09,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-02-01 00:00:00,2017-03-01 00:00:00,0.0,885.0,40275.0,862.0,0,0,1.0,25.36,25.44,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-02-01 00:00:00,2017-03-01 00:00:00,0.0,1129.0,40275.0,1084.0,0,0,2.0,21.8,21.94,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-02-01 00:00:00,2017-03-01 00:00:00,0.0,151177.0,40275.0,37281.0,0,0,227.0,23.93,24.31,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-03-01 00:00:00,2017-04-01 00:00:00,0.0,2884.0,44549.0,2728.0,0,0,4.0,4.87,4.88,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-03-01 00:00:00,2017-04-01 00:00:00,0.0,148270.0,44549.0,40404.0,0,0,200.0,20.27,21.69,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-03-01 00:00:00,2017-04-01 00:00:00,0.0,9058.0,44549.0,7531.0,0,0,12.0,16.67,17.11,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-03-01 00:00:00,2017-04-01 00:00:00,0.0,940.0,44549.0,918.0,0,0,1.0,22.35,22.47,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-03-01 00:00:00,2017-04-01 00:00:00,0.0,1648.0,44549.0,1549.0,0,0,2.0,19.58,19.94,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-03-01 00:00:00,2017-04-01 00:00:00,0.0,167153.0,44549.0,41298.0,0,0,227.0,20.03,21.09,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-04-01 00:00:00,2017-05-01 00:00:00,0.0,2753.0,39129.0,2600.0,0,0,4.0,3.27,3.32,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-04-01 00:00:00,2017-05-01 00:00:00,0.0,114015.0,39129.0,33095.0,0,0,175.0,14.62,17.05,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-04-01 00:00:00,2017-05-01 00:00:00,0.0,6652.0,39129.0,5725.0,0,0,10.0,11.63,12.02,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-04-01 00:00:00,2017-05-01 00:00:00,0.0,770.0,39129.0,749.0,0,0,1.0,20.42,20.58,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-04-01 00:00:00,2017-05-01 00:00:00,0.0,1958.0,39129.0,1860.0,0,0,3.0,16.85,17.19,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-04-01 00:00:00,2017-05-01 00:00:00,0.0,129978.0,39129.0,34280.0,0,0,208.0,14.11,16.21,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-05-01 00:00:00,2017-06-01 00:00:00,0.0,1077.0,14916.0,1023.0,0,0,4.0,5.62,5.66,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-05-01 00:00:00,2017-06-01 00:00:00,0.0,43200.0,14916.0,13038.0,0,0,174.0,21.3,22.6,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-05-01 00:00:00,2017-06-01 00:00:00,0.0,2729.0,14916.0,2274.0,0,0,11.0,16.83,17.25,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-05-01 00:00:00,2017-06-01 00:00:00,0.0,326.0,14916.0,320.0,0,0,1.0,22.75,22.8,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-05-01 00:00:00,2017-06-01 00:00:00,0.0,567.0,14916.0,542.0,0,0,2.0,18.75,19.06,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-05-01 00:00:00,2017-06-01 00:00:00,0.0,49322.0,14916.0,13452.0,0,0,201.0,20.92,21.82,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0,2336.0,29789.0,2188.0,0,0,5.0,5.21,5.25,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0,93542.0,29789.0,27018.0,0,0,188.0,19.85,21.15,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0,6826.0,29789.0,5530.0,0,0,14.0,17.05,17.64,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0,873.0,29789.0,847.0,0,0,2.0,25.09,25.19,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0,1271.0,29789.0,1209.0,0,0,3.0,20.43,20.67,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-06-01 00:00:00,2017-07-01 00:00:00,0.0,108206.0,29789.0,27755.0,0,0,220.0,19.76,20.68,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,2893.0,36586.0,2728.0,0,0,5.0,3.53,3.58,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,113651.0,36586.0,33273.0,0,0,186.0,15.45,17.1,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,7421.0,36586.0,6268.0,0,0,12.0,13.09,13.62,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,694.0,36586.0,678.0,0,0,1.0,21.09,21.23,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,1804.0,36586.0,1719.0,0,0,3.0,17.35,17.67,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-07-01 00:00:00,2017-08-01 00:00:00,0.0,130424.0,36586.0,34203.0,0,0,216.0,15.41,16.58,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,2874.0,40187.0,2720.0,0,0,4.0,7.59,7.74,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,115845.0,40187.0,35685.0,0,0,173.0,23.57,24.37,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,7967.0,40187.0,6617.0,0,0,12.0,19.71,20.31,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,807.0,40187.0,799.0,0,0,1.0,24.25,24.27,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_30_0,F5C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,1172.0,40187.0,1135.0,0,0,2.0,21.23,21.34,lane1,greaterThan 12.20,
GAD02_Amstd_30_0,F6C,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,132951.0,40187.0,36686.0,0,0,200.0,23.3,23.8,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,2840.0,41956.0,2678.0,0,0,4.0,6.54,6.64,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,136001.0,41956.0,37920.0,0,0,194.0,23.12,24.69,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,8367.0,41956.0,6999.0,0,0,12.0,18.95,19.38,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-09-01 00:00:00,2017-10-01 00:00:00,0.0,766.0,41956.0,759.0,0,0,1.0,24.61,24.62,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
